"","V1","V2","V3"
"1",0.308641975308642,0.345679012345679,0.345679012345679
"2",0.315476190476191,0.333333333333333,0.351190476190476
"3",0.311111111111111,0.294444444444444,0.394444444444444
"4",0.327777777777778,0.327777777777778,0.344444444444444
"5",0.394444444444444,0.327777777777778,0.277777777777778
"6",0.344444444444444,0.344444444444444,0.311111111111111
"7",0.350282485875706,0.350282485875706,0.299435028248588
"8",0.309941520467836,0.362573099415205,0.327485380116959
"9",0.307291666666667,0.338541666666667,0.354166666666667
"10",0.369047619047619,0.315476190476191,0.315476190476191
"11",0.315476190476191,0.333333333333333,0.351190476190476
"12",0.315476190476191,0.315476190476191,0.369047619047619
"13",0.321212121212121,0.339393939393939,0.339393939393939
"14",0.308641975308642,0.364197530864198,0.327160493827161
"15",0.327777777777778,0.294444444444444,0.377777777777778
"16",0.277777777777778,0.394444444444444,0.327777777777778
"17",0.349462365591398,0.349462365591398,0.301075268817204
"18",0.333333333333333,0.352201257861635,0.314465408805031
"19",0.327160493827161,0.345679012345679,0.327160493827161
"20",0.349462365591398,0.317204301075269,0.333333333333333
"21",0.361111111111111,0.327777777777778,0.311111111111111
"22",0.344444444444444,0.344444444444444,0.311111111111111
"23",0.361111111111111,0.327777777777778,0.311111111111111
"24",0.365591397849462,0.333333333333333,0.301075268817204
"25",0.35632183908046,0.339080459770115,0.304597701149425
"26",0.311111111111111,0.361111111111111,0.327777777777778
"27",0.302564102564103,0.348717948717949,0.348717948717949
"28",0.322404371584699,0.355191256830601,0.322404371584699
"29",0.350282485875706,0.333333333333333,0.31638418079096
"30",0.386904761904762,0.315476190476191,0.297619047619048
"31",0.386904761904762,0.315476190476191,0.297619047619048
"32",0.297619047619048,0.351190476190476,0.351190476190476
"33",0.386904761904762,0.315476190476191,0.297619047619048
"34",0.355191256830601,0.33879781420765,0.306010928961749
"35",0.31638418079096,0.333333333333333,0.350282485875706
"36",0.369047619047619,0.333333333333333,0.297619047619048
"37",0.294444444444444,0.361111111111111,0.344444444444444
"38",0.306010928961749,0.322404371584699,0.371584699453552
"39",0.327777777777778,0.311111111111111,0.361111111111111
"40",0.309941520467836,0.362573099415205,0.327485380116959
"41",0.386904761904762,0.315476190476191,0.297619047619048
"42",0.386904761904762,0.315476190476191,0.297619047619048
"43",0.386904761904762,0.315476190476191,0.297619047619048
"44",0.386904761904762,0.315476190476191,0.297619047619048
"45",0.386904761904762,0.315476190476191,0.297619047619048
"46",0.386904761904762,0.315476190476191,0.297619047619048
"47",0.386904761904762,0.315476190476191,0.297619047619048
"48",0.386904761904762,0.315476190476191,0.297619047619048
"49",0.386904761904762,0.315476190476191,0.297619047619048
"50",0.386904761904762,0.315476190476191,0.297619047619048
"51",0.386904761904762,0.315476190476191,0.297619047619048
"52",0.375757575757576,0.321212121212121,0.303030303030303
"53",0.375757575757576,0.321212121212121,0.303030303030303
"54",0.328042328042328,0.35978835978836,0.312169312169312
"55",0.375661375661376,0.296296296296296,0.328042328042328
"56",0.333333333333333,0.317204301075269,0.349462365591398
"57",0.327160493827161,0.345679012345679,0.327160493827161
"58",0.327485380116959,0.362573099415205,0.309941520467836
"59",0.322404371584699,0.322404371584699,0.355191256830601
"60",0.291666666666667,0.385416666666667,0.322916666666667
"61",0.333333333333333,0.317204301075269,0.349462365591398
"62",0.315476190476191,0.351190476190476,0.333333333333333
"63",0.327160493827161,0.364197530864198,0.308641975308642
"64",0.333333333333333,0.333333333333333,0.333333333333333
"65",0.322404371584699,0.355191256830601,0.322404371584699
"66",0.28494623655914,0.349462365591398,0.365591397849462
"67",0.349462365591398,0.333333333333333,0.317204301075269
"68",0.317204301075269,0.397849462365591,0.28494623655914
"69",0.306010928961749,0.355191256830601,0.33879781420765
"70",0.365591397849462,0.317204301075269,0.317204301075269
"71",0.343915343915344,0.343915343915344,0.312169312169312
"72",0.327160493827161,0.345679012345679,0.327160493827161
"73",0.333333333333333,0.301075268817204,0.365591397849462
"74",0.350282485875706,0.31638418079096,0.333333333333333
"75",0.303030303030303,0.375757575757576,0.321212121212121
"76",0.311111111111111,0.361111111111111,0.327777777777778
"77",0.299435028248588,0.367231638418079,0.333333333333333
"78",0.309941520467836,0.345029239766082,0.345029239766082
"79",0.333333333333333,0.287179487179487,0.37948717948718
"80",0.333333333333333,0.315476190476191,0.351190476190476
"81",0.361111111111111,0.327777777777778,0.311111111111111
"82",0.344444444444444,0.277777777777778,0.377777777777778
"83",0.355191256830601,0.322404371584699,0.322404371584699
"84",0.322404371584699,0.322404371584699,0.355191256830601
"85",0.322404371584699,0.33879781420765,0.33879781420765
"86",0.276041666666667,0.276041666666667,0.447916666666667
"87",0.322916666666667,0.338541666666667,0.338541666666667
"88",0.377777777777778,0.327777777777778,0.294444444444444
"89",0.299435028248588,0.350282485875706,0.350282485875706
"90",0.294444444444444,0.327777777777778,0.377777777777778
"91",0.322404371584699,0.306010928961749,0.371584699453552
"92",0.306010928961749,0.306010928961749,0.387978142076503
"93",0.344444444444444,0.294444444444444,0.361111111111111
"94",0.349462365591398,0.317204301075269,0.333333333333333
"95",0.317204301075269,0.333333333333333,0.349462365591398
"96",0.355191256830601,0.322404371584699,0.322404371584699
"97",0.333333333333333,0.333333333333333,0.333333333333333
"98",0.35632183908046,0.304597701149425,0.339080459770115
"99",0.306010928961749,0.306010928961749,0.387978142076503
"100",0.322404371584699,0.289617486338798,0.387978142076503
"101",0.327777777777778,0.311111111111111,0.361111111111111
"102",0.32183908045977,0.35632183908046,0.32183908045977
"103",0.355191256830601,0.322404371584699,0.322404371584699
"104",0.311111111111111,0.344444444444444,0.344444444444444
"105",0.339080459770115,0.373563218390805,0.28735632183908
"106",0.397849462365591,0.301075268817204,0.301075268817204
"107",0.309941520467836,0.362573099415205,0.327485380116959
"108",0.294444444444444,0.377777777777778,0.327777777777778
"109",0.276041666666667,0.276041666666667,0.447916666666667
"110",0.327777777777778,0.311111111111111,0.361111111111111
"111",0.276041666666667,0.276041666666667,0.447916666666667
"112",0.276041666666667,0.291666666666667,0.432291666666667
"113",0.276041666666667,0.276041666666667,0.447916666666667
"114",0.296296296296296,0.264550264550265,0.439153439153439
"115",0.355191256830601,0.33879781420765,0.306010928961749
"116",0.289617486338798,0.33879781420765,0.371584699453552
"117",0.289617486338798,0.371584699453552,0.33879781420765
"118",0.349462365591398,0.317204301075269,0.333333333333333
"119",0.333333333333333,0.367231638418079,0.299435028248588
"120",0.315476190476191,0.351190476190476,0.333333333333333
"121",0.333333333333333,0.333333333333333,0.333333333333333
"122",0.333333333333333,0.333333333333333,0.333333333333333
"123",0.294444444444444,0.361111111111111,0.344444444444444
"124",0.322404371584699,0.306010928961749,0.371584699453552
"125",0.311111111111111,0.327777777777778,0.361111111111111
"126",0.327777777777778,0.327777777777778,0.344444444444444
"127",0.333333333333333,0.333333333333333,0.333333333333333
"128",0.333333333333333,0.350282485875706,0.31638418079096
"129",0.339080459770115,0.32183908045977,0.339080459770115
"130",0.349462365591398,0.317204301075269,0.333333333333333
"131",0.306010928961749,0.355191256830601,0.33879781420765
"132",0.322404371584699,0.33879781420765,0.33879781420765
"133",0.350282485875706,0.333333333333333,0.31638418079096
"134",0.311111111111111,0.361111111111111,0.327777777777778
"135",0.315476190476191,0.351190476190476,0.333333333333333
"136",0.364102564102564,0.364102564102564,0.271794871794872
"137",0.322916666666667,0.322916666666667,0.354166666666667
"138",0.33879781420765,0.33879781420765,0.322404371584699
"139",0.322404371584699,0.322404371584699,0.355191256830601
"140",0.401041666666667,0.322916666666667,0.276041666666667
"141",0.328042328042328,0.343915343915344,0.328042328042328
"142",0.31638418079096,0.367231638418079,0.31638418079096
"143",0.328042328042328,0.375661375661376,0.296296296296296
"144",0.322404371584699,0.371584699453552,0.306010928961749
"145",0.416666666666667,0.307291666666667,0.276041666666667
"146",0.350282485875706,0.350282485875706,0.299435028248588
"147",0.271794871794872,0.333333333333333,0.394871794871795
"148",0.355191256830601,0.355191256830601,0.289617486338798
"149",0.354166666666667,0.338541666666667,0.307291666666667
"150",0.287179487179487,0.302564102564103,0.41025641025641
"151",0.317204301075269,0.413978494623656,0.268817204301075
"152",0.294444444444444,0.377777777777778,0.327777777777778
"153",0.373563218390805,0.32183908045977,0.304597701149425
"154",0.327485380116959,0.327485380116959,0.345029239766082
"155",0.367231638418079,0.299435028248588,0.333333333333333
"156",0.350282485875706,0.31638418079096,0.333333333333333
"157",0.299435028248588,0.384180790960452,0.31638418079096
"158",0.39766081871345,0.292397660818713,0.309941520467836
"159",0.339080459770115,0.32183908045977,0.339080459770115
"160",0.322916666666667,0.338541666666667,0.338541666666667
"161",0.373563218390805,0.32183908045977,0.304597701149425
"162",0.373563218390805,0.304597701149425,0.32183908045977
"163",0.390804597701149,0.32183908045977,0.28735632183908
"164",0.39766081871345,0.292397660818713,0.309941520467836
"165",0.339080459770115,0.32183908045977,0.339080459770115
"166",0.315476190476191,0.315476190476191,0.369047619047619
"167",0.304597701149425,0.35632183908046,0.339080459770115
"168",0.33879781420765,0.322404371584699,0.33879781420765
"169",0.344444444444444,0.344444444444444,0.311111111111111
"170",0.375661375661376,0.328042328042328,0.296296296296296
"171",0.322404371584699,0.387978142076503,0.289617486338798
"172",0.354166666666667,0.338541666666667,0.307291666666667
"173",0.277777777777778,0.394444444444444,0.327777777777778
"174",0.365591397849462,0.28494623655914,0.349462365591398
"175",0.361111111111111,0.327777777777778,0.311111111111111
"176",0.317204301075269,0.397849462365591,0.28494623655914
"177",0.306010928961749,0.371584699453552,0.322404371584699
